word_russian,pos,translate_word_english,n,valid_n,percent_known,aoa_mean,aoa_sd,frequency,frequency_zipf,concrete_mean_grigoriev2022,concrete_soloviev2022_1000,concrete_mean_soloviev2022_500,imagine_mean_grigoriev2009,imagine_mean_tsaparina2011,imagine_mean_pashneva2014,imagine_mean_akinina2014,familiar_mean_tsaparina2011,familiar_mean_grigoriev2010,familiar_mean_pashneva2014
литр,s,liter,20,20,1,7.5,1.933091334,16.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
литровый,a,liter,23,23,1,7.130434783,1.841549442,5.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
литургия,s,liturgy,20,20,1,13.95,3.051746696,10.4,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лить,v,to pour (imperf.),22,22,1,5.090909091,2.348435972,10.4,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
литься,v,to flow; to be poured (imperf.),20,20,1,5.35,2.109502311,12.6,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лифт,s,elevator; lift,21,21,1,5.666666667,1.74164673,32.4,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лифтёр,s,elevator operator,20,20,1,9.1,3.242805803,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лифчик,s,bra,20,20,1,8.3,2.885535616,5,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лихо,adv; s,daringly; fiercely,20,20,1,10.6,3.152275703,12.2,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лихой,a,dashing; daring; fierce,20,20,1,11.25,3.552241694,10.3,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лихолетье,s,troubled times,24,10,0.416666667,12.9,3.142893218,0.7,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лихорадить,v,to have a fever; to be in turmoil,24,24,1,10.75,2.893020086,1.6,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лихорадка,s,fever,20,20,1,10.15,3.030980387,11.2,3.59,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
лихорадочно,adv,feverishly,20,19,0.95,10.84210526,2.566085603,8.7,2.82,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
лихорадочный,a,feverish,20,20,1,11,2.883711059,4,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лихость,s,daring; audacity,20,20,1,11.05,2.684752267,1.3,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицевой,a,facial; front,22,22,1,11.68181818,4.35765734,6.2,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицедей,s,actor; player,21,13,0.619047619,13.15384615,4.913351773,1.6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицедейство,s,acting; play-acting,28,18,0.642857143,14.05555556,2.600276506,0.9,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицезрение,s,beholding,20,19,0.95,10.84210526,2.477973139,0.6,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицезреть,v,to behold; to look upon,30,29,0.966666667,12.03448276,2.597839193,1.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицеист,s,lyceum student,20,18,0.9,11.55555556,3.014127954,0.8,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицей,s,lyceum,20,20,1,10.95,3.546310165,5,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицейский,a,lyceum,20,18,0.9,12.88888889,4.056786455,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицемер,s,hypocrite,20,20,1,11.85,2.345768867,1.1,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицемерие,s,hypocrisy,20,20,1,10.45,2.928534751,3.9,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицемерить,v,to be hypocritical,23,23,1,11.86956522,2.943472714,1.2,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицемерно,adv,hypocritically,23,23,1,12,2.558408596,0.8,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицемерный,a,hypocritical,25,25,1,12.24,2.165640783,1.5,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицензионный,a,licensed,20,20,1,10.85,2.641271624,4.3,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицензированный,a,"licensed, certified; (officially recorded) registered",26,26,1,11.92307692,2.883374092,0.4,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицензия,s,license,20,20,1,11.15,2.661123625,30.1,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лицо,s,face; person,22,22,1,3.136363636,1.2834275,878,5.16,NA,2.3,NA,NA,NA,NA,1.56,NA,NA,NA
личина,s,mask; larva,21,20,0.952380952,13.7,4.156162197,2.3,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
личинка,s,larva,20,20,1,8.7,2.773938868,6.7,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лично,adv,personally,23,23,1,7.608695652,2.759102793,87.8,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
личностный,a,personal (relating to personality),24,24,1,12.41666667,2.041241452,12.1,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
личность,s,personality; identity,21,21,1,9,2.19089023,115.6,4.44,NA,2.914893617,NA,NA,NA,NA,NA,NA,NA,NA
личный,a,"personal, private; (one's own) own",21,21,1,6.238095238,2.681506329,149.2,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишай,s,lichen; ringworm,20,20,1,10.15,3.422449108,0.9,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишайник,s,lichen,21,20,0.952380952,9.5,2.743413164,1.7,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишать,v,to deprive (imperf.),21,21,1,6.333333333,2.594866727,14.8,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишаться,v,to be deprived of (imperf.),20,20,1,6.85,2.109502311,5.4,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишение,s,deprivation,20,20,1,9,3.026201371,27.4,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишённый,a,deprived,20,20,1,7.8,2.64773985,13.8,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишить,v,to deprive (perf.),21,21,1,6.428571429,2.226464205,50.9,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишиться,v,to lose; to be deprived of (perf.),25,25,1,8.04,3.49380404,18.7,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишний,a,extra; superfluous,20,20,1,5.55,1.700619082,83.5,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лишь,conj; part,only; merely,23,23,1,6.913043478,2.556863197,555.1,5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоб,s,forehead,20,20,1,3.45,1.276302225,78.7,4.05,NA,1.8125,NA,NA,NA,NA,1.28,NA,NA,NA
лобастый,a,high-browed; large-foreheaded,20,19,0.95,12.21052632,3.18989633,1.5,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лобби,s,lobby,21,19,0.904761905,14.42105263,3.237210553,1.9,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лобзик,s,jigsaw,20,19,0.95,10.94736842,2.952845788,0.6,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лобный,a,forehead,20,20,1,8.8,3.874342049,3.4,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лобовой,a,frontal; head-on,20,20,1,9.75,2.468219047,5.5,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоботряс,s,loafer; idler,20,20,1,9.6,2.998245101,1,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловелас,s,ladies' man; philanderer,22,22,1,13.90909091,3.714951655,0.9,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловец,s,catcher,20,20,1,8.8,3.088177797,2.4,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловить,v,to catch (imperf.),20,20,1,4.25,1.681947493,48,3.95,NA,NA,NA,NA,NA,6.12,1.32,NA,NA,4.24
ловиться,v,to be caught; to bite (fish) (imperf.),20,20,1,7.35,2.942877217,1.8,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловкач,s,smart aleck; dodger,26,26,1,8.692307692,2.738893656,1.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловкий,a,agile; deft; clever,20,20,1,6.65,1.980829172,10.3,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловко,adv,adroitly; cleverly,20,20,1,7.4,2.087557122,24.7,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловкость,s,agility; dexterity,20,20,1,6.8,1.794729125,4.7,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловля,s,catching; fishing,20,20,1,6.85,2.158825217,5.4,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловушка,s,trap,20,20,1,6.15,1.225818738,12.9,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ловчить,v,to dodge; to be cunning (imperf.),22,20,0.909090909,10.95,3.316228041,0.9,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логарифм,s,logarithm,20,19,0.95,14.05263158,1.682382048,0.7,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логарифмический,a,logarithmic,20,20,1,13.95,1.932410548,0.8,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логика,s,logic,20,20,1,8.55,2.327750213,50.6,4.08,NA,NA,3.549019608,NA,NA,NA,NA,NA,NA,NA
логически,adv,logically,26,26,1,7.961538462,2.087692875,4.3,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логический,a,logical; (of an outcome) consequential,21,21,1,10.04761905,3.057387618,22.4,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логичность,s,logicality,20,20,1,7.7,2.408318916,0.6,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логичный,a,"logical, consistent, reasoned; (of an argument) tenable, rational, sound",20,20,1,11.3,3.404331606,11.5,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логово,s,lair; den,25,25,1,8.24,2.02649122,2.8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логопед,s,speech therapist,20,20,1,8.2,3.30231179,0.7,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
логотип,s,logo,20,20,1,9.6,2.28035085,3.6,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоджия,s,loggia,20,20,1,12.1,3.640416402,3.6,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лодка,s,boat,20,20,1,4.55,1.66938375,62.9,4.11,NA,1.652173913,NA,6.63,NA,NA,1.04,NA,1.6,NA
лодочник,s,boatman,20,20,1,7.25,1.371706582,2.4,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лодочный,a,boat,21,21,1,7.857142857,2.725540575,1.7,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лодыжка,s,ankle,21,20,0.952380952,9.1,3.640416402,2.1,2.04,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
лодырь,s,loafer; idler,20,20,1,6.95,2.645253943,1.7,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ложа,s,box (in theater); lodge,20,20,1,10.65,2.978431237,14.1,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ложбина,s,hollow; dell,20,18,0.9,12.27777778,3.561320898,1.1,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ложка,s,spoon,21,21,1,2.714285714,0.902377811,40.5,3.61,NA,NA,1.383333333,6.8,4.91,NA,1.01,4.86,3.75,NA
ложно,adv,falsely,20,20,1,7.45,2.543826376,0.8,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ложность,s,falsity,20,18,0.9,8.833333333,3.45134245,0.9,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ложный,a,FALSE,22,22,1,7.863636364,2.799582529,23.3,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ложь,s,lie; falsehood,20,20,1,5.05,1.820208201,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоза,s,vine; willow branch,21,19,0.904761905,9.421052632,3.436984943,3.3,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лозунг,s,slogan,20,20,1,11.45,2.818640957,25.2,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
локализация,s,localization,22,22,1,13.63636364,3.799065732,3.9,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
локализовать,v,to localize,26,25,0.961538462,12.64,3.039736831,2.9,2.73,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
локальный,a,local,20,20,1,15.1,3.076224617,18.7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
локатор,s,locator; detector,23,23,1,11,3.302891295,4.2,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
локация,s,location,21,21,1,13.71428571,3.861901826,0.7,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
локомотив,s,locomotive,20,20,1,9.55,3.119969635,13.9,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
локомотивный,a,locomotive,21,21,1,8.952380952,2.673503142,2.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
локон,s,lock of hair,20,19,0.95,10.15789474,3.862399339,3.1,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
локоть,s,elbow,21,21,1,4.238095238,1.338086765,40.2,3.69,6.545454545,NA,1.333333333,NA,NA,NA,1.13,NA,NA,NA
локтевой,a,elbow,20,20,1,7.9,2.789076436,2.4,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лом,s,crowbar; scrap metal,20,20,1,7.7,3.643306769,8.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломаный,a,broken; fractured,24,23,0.958333333,8.086956522,3.617043538,4.3,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломать,v,to break (imperf.),26,26,1,4.230769231,2.122407921,28.2,3.71,NA,NA,NA,NA,NA,6.12,1.15,NA,NA,4.84
ломаться,v,to break; to be broken (imperf.),20,20,1,4.45,1.605090586,8.8,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломбард,s,pawnshop,20,20,1,12.2,3.650522673,1.9,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломить,v,to ache; to throb (imperf.),20,19,0.95,12.05263158,3.290958729,3.1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломкий,a,brittle; fragile,20,20,1,7.6,2.980639281,2.9,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломкость,s,brittleness,24,24,1,10.29166667,3.355451977,0.4,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломовой,a,dray; heavy hauling,20,18,0.9,14.66666667,3.235828833,1.1,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломота,s,aching; ache,30,28,0.933333333,10.92857143,2.840560344,1,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ломоть,s,slice; hunk,20,18,0.9,9.888888889,4.54893509,4.1,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лопасть,s,blade; vane; to burst,20,20,1,9.35,2.978431237,11.5,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лопата,s,shovel,20,20,1,4.05,1.605090586,19.5,3.14,6.818181818,NA,NA,NA,NA,NA,1.03,NA,NA,NA
лопатка,s,shoulder blade; small shovel,21,21,1,4.619047619,3.201190255,12.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лопаться,v,to burst; to crack (imperf.),21,20,0.952380952,6.45,3.284332825,5.2,2.16,NA,NA,NA,NA,NA,5.48,NA,NA,NA,2.52
лопнуть,v,to burst; to pop (perf.),20,20,1,4.2,1.880649384,15.2,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лопотать,v,to babble; to chatter (imperf.),23,20,0.869565217,10.7,3.41975684,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лопоухий,a,big-eared,21,20,0.952380952,8.25,4.21619684,1.2,1.85,5.866666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
лопух,s,burdock; simpleton,20,20,1,5.6,1.635140425,5.5,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лорд,s,lord,20,20,1,9.65,2.058998223,10.3,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лорнет,s,lorgnette,21,14,0.666666667,12.64285714,3.774553318,0.5,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоск,s,sheen; gloss,21,20,0.952380952,11.9,3.322966335,1.8,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоскут,s,scrap; patch,20,20,1,7.95,3.153527682,4.1,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоскутный,a,patchwork,22,20,0.909090909,9.75,2.149051198,2.3,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лососевый,a,salmon,20,20,1,9.15,3.116593957,0.5,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лососина,s,salmon (meat),20,19,0.95,11,3.144660377,0.6,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лосось,s,salmon,20,20,1,9.6,3.704904289,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лось,s,moose; elk,20,20,1,6.05,2.584875035,6.5,3.55,NA,NA,NA,NA,NA,NA,1.19,NA,NA,NA
лосьон,s,lotion,21,21,1,9.714285714,3.437191545,2.6,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лотерейный,a,lottery,20,20,1,8.15,2.390221307,1.4,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лотерея,s,lottery,20,20,1,7.95,2.928534751,5.1,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лото,s,lotto,20,20,1,6.95,2.089447169,1.4,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоток,s,tray; trough,20,20,1,8.1,3.625930008,6.6,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лотос,s,lotus,20,20,1,10.55,3.23590059,3.6,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоточник,s,street vendor,20,10,0.5,11.4,2.118699811,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лохань,s,basin; tub,20,19,0.95,11.94736842,3.274033941,0.6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лохматый,a,shaggy; bushy,20,20,1,5.9,1.586124041,9.8,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лохмотья,s,rags; tatters,21,21,1,7.761904762,2.233937374,3.8,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоцман,s,pilot (nautical),20,13,0.65,14.15384615,2.075498087,2.3,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лоцманский,a,pilot,22,12,0.545454545,11.5,2.540579748,0.4,1.37,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
лошадиный,a,horse,30,30,1,6.466666667,2.825174189,19.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лошадь,s,horse,21,21,1,3.238095238,1.670471847,80.9,4.29,NA,1.520833333,NA,6.8,4.62,NA,1.04,3.44,2.3,NA
лощёный,a,glossy; polished; sleek,23,15,0.652173913,14.33333333,2.319687992,0.7,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лощина,s,ravine; gully,22,19,0.863636364,11.57894737,3.288292185,2.2,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лояльно,adv,loyally,20,20,1,12.7,2.430074723,0.9,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лояльность,s,loyalty,20,20,1,12.95,2.064104241,5.1,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лояльный,a,loyal,21,21,1,13.23809524,3.753728305,4.3,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лубок,s,lubok (folk print); popular print,20,12,0.6,9.416666667,4.316107955,1.1,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лубочный,a,lubok; crude,21,9,0.428571429,14.22222222,3.597838857,0.7,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лубяной,a,bast,20,10,0.5,10.6,3.83550663,0.4,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
луг,s,meadow,21,21,1,5.142857143,1.558387445,17.8,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
луговой,a,meadow,25,25,1,7.36,2.736786437,2.3,3.42,5.545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA
лужа,s,puddle,21,21,1,3.571428571,0.746420027,22.2,3.05,NA,NA,NA,NA,NA,NA,1.08,NA,NA,NA
лужайка,s,lawn; glade,20,20,1,5.75,2.731396404,6.7,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лужёный,a,tinned; galvanized,21,10,0.476190476,12.2,3.259175083,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
луза,s,pocket (in billiards),20,17,0.85,12.23529412,3.473640233,1,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лузгать,v,to husk; to nibble (imperf.),23,14,0.608695652,11.57142857,4.145698154,0.7,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лук,s,onion; bow (weapon),21,21,1,4.380952381,1.395571226,24.6,4.09,NA,NA,NA,NA,4.91,NA,NA,4.61,NA,NA
лукавить,v,to be sly; to dissemble,20,20,1,11.05,2.258900524,3.5,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лукаво,adv,slyly; cunningly,20,20,1,10.1,2.35975021,5.3,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лукавство,s,cunning; slyness,25,25,1,10.84,2.910899059,3.2,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лукавый,a,sly; cunning; the Evil One,23,23,1,8.739130435,2.799632952,7.6,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
луковица,s,onion; bulb,21,21,1,5.19047619,1.9136104,5.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
луковичный,a,bulbous,22,22,1,9.681818182,2.818077082,0.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
луковый,a,onion,21,21,1,6.238095238,2.467889015,1.5,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лукошко,s,small basket,22,21,0.954545455,6.19047619,1.806074407,0.8,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
луна,s,moon,22,22,1,4.090909091,1.064987856,45.8,4.3,NA,NA,1.133333333,6.4,NA,NA,NA,NA,3.45,NA
лунатик,s,"sleepwalker, somnabulist",21,21,1,9.19047619,2.839349355,1.2,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лунка,s,small hole; dimple; socket,23,23,1,9,2.969542358,7.3,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лунный,a,lunar,25,25,1,6.96,2.353720459,16,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лупа,s,magnifying glass,20,20,1,7.2,2.067289097,2.9,2.62,NA,NA,NA,NA,NA,NA,1.09,NA,NA,NA
лупить,v,to beat; to thrash; to peel (imperf.),28,27,0.964285714,6.592592593,2.515479145,6,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лупоглазый,a,pop-eyed; goggle-eyed,20,20,1,8.4,2.603641175,0.6,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
луч,s,ray; beam,20,20,1,5.1,1.713721712,45.4,4.08,6.4,NA,2.133333333,NA,NA,NA,NA,NA,NA,NA
лучевой,a,radial; ray,20,19,0.95,11.73684211,2.49091918,2.2,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лучезарный,a,radiant; beaming,20,19,0.95,9.052631579,3.879772104,1.8,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лучина,s,splinter (for light),20,15,0.75,11,3.16227766,2,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лучистый,a,radiant,20,20,1,8.1,3.076224617,2.3,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лучник,s,archer,21,20,0.952380952,8.05,2.928534751,0.9,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лучше,adv; part,better,20,20,1,5.8,2.067289097,116.3,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лучший,a,best,26,26,1,5.653846154,2.134334701,443.2,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лыжи,s,skis,21,21,1,5.619047619,1.532194194,NA,3.67,NA,NA,NA,NA,NA,NA,1.09,NA,2,NA
лыжник,s,skier,20,20,1,6.35,1.814415956,2.8,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лыжный,a,skiing,22,22,1,6.363636364,2.25822211,7.7,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лыжня,s,ski track,22,22,1,7.272727273,2.004324329,2.2,2.59,6.611111111,NA,NA,NA,NA,NA,NA,NA,NA,NA
лыко,s,bast,20,13,0.65,10.46153846,3.502746175,2.7,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лысенький,a,balding; rather bald,20,20,1,6.7,4.305443311,0.4,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лысеть,v,to go bald (imperf.),25,25,1,7.52,2.382575637,2.2,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лысина,s,bald spot,20,20,1,6.65,2.601113122,7.5,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лысоватый,a,balding; somewhat bald,25,25,1,7.6,1.892969449,1.6,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лысый,a,bald,22,22,1,6.272727273,2.864924468,16.7,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
лычка,s,strip (military rank),20,14,0.7,15.71428571,3.338091842,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
львиный,a,lion,24,24,1,6.583333333,1.909169331,6.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
льгота,s,benefit; privilege,23,23,1,11.34782609,2.53356909,28.8,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
льготный,a,preferential; discounted,22,22,1,10,3.323795879,7.8,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
льдина,s,ice floe,20,20,1,6.15,1.899445903,6.1,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
льдистый,a,icy,23,19,0.826086957,8.684210526,2.358262816,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
